prefix,Code,Description
Icd10Code,B24,Unspecified human immunodeficiency virus [HIV] disease
Icd10Code,B25,Cytomegaloviral disease
Icd10Code,B250,Cytomegaloviral pneumonitis
Icd10Code,B251,Cytomegaloviral hepatitis
Icd10Code,B252,Cytomegaloviral pancreatitis
Icd10Code,B258,Other cytomegaloviral diseases
Icd10Code,B259,"Cytomegaloviral disease, unspecified"
Icd10Code,B26,Mumps
Icd10Code,B260,Mumps orchitis
Icd10Code,B261,Mumps meningitis
Icd10Code,B262,Mumps encephalitis
Icd10Code,B263,Mumps pancreatitis
Icd10Code,B268,Mumps with other complications
Icd10Code,B269,Mumps without complication
Icd10Code,B27,Infectious mononucleosis
Icd10Code,B270,Gammaherpesviral mononucleosis
Icd10Code,B271,Cytomegaloviral mononucleosis
Icd10Code,B278,Other infectious mononucleosis
Icd10Code,B279,"Infectious mononucleosis, unspecified"
Icd10Code,B30,Viral conjunctivitis
Icd10Code,B300,Keratoconjunctivitis due to adenovirus
Icd10Code,B301,Conjunctivitis due to adenovirus
Icd10Code,B302,Viral pharyngoconjunctivitis
Icd10Code,B303,Acute epidemic haemorrhagic conjunctivitis (enteroviral)
Icd10Code,B308,Other viral conjunctivitis
Icd10Code,B309,"Viral conjunctivitis, unspecified"
Icd10Code,B33,"Other viral diseases, not elsewhere classified"
Icd10Code,B330,Epidemic myalgia
Icd10Code,B331,Ross River disease
Icd10Code,B332,Viral carditis
Icd10Code,B333,"Retrovirus infections, not elsewhere classified"
Icd10Code,B334,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS]
Icd10Code,B338,Other specified viral diseases
Icd10Code,B34,Viral infection of unspecified site
Icd10Code,B340,"Adenovirus infection, unspecified site"
Icd10Code,B341,"Enterovirus infection, unspecified site"
Icd10Code,B342,"Coronavirus infection, unspecified site"
Icd10Code,B343,"Parvovirus infection, unspecified site"
Icd10Code,B344,"Papovavirus infection, unspecified site"
Icd10Code,B348,Other viral infections of unspecified site
Icd10Code,B349,"Viral infection, unspecified"
Icd10Code,B35,Dermatophytosis
Icd10Code,B350,Tinea barbae and tinea capitis
Icd10Code,B351,Tinea unguium
Icd10Code,B352,Tinea manuum
Icd10Code,B353,Tinea pedis
Icd10Code,B354,Tinea corporis
Icd10Code,B355,Tinea imbricata
Icd10Code,B356,Tinea cruris
Icd10Code,B358,Other dermatophytoses
Icd10Code,B359,"Dermatophytosis, unspecified"
Icd10Code,B36,Other superficial mycoses
Icd10Code,B360,Pityriasis versicolor
Icd10Code,B361,Tinea nigra
Icd10Code,B362,White piedra
Icd10Code,B363,Black piedra
Icd10Code,B368,Other specified superficial mycoses
Icd10Code,B369,"Superficial mycosis, unspecified"
Icd10Code,B37,Candidiasis
Icd10Code,B370,Candidal stomatitis
Icd10Code,B371,Pulmonary candidiasis
Icd10Code,B372,Candidiasis of skin and nail
Icd10Code,B373,Candidiasis of vulva and vagina
Icd10Code,B374,Candidiasis of other urogenital sites
Icd10Code,B375,Candidal meningitis
Icd10Code,B376,Candidal endocarditis
Icd10Code,B377,Candidal sepsis
Icd10Code,B378,Candidiasis of other sites
Icd10Code,B379,"Candidiasis, unspecified"
Icd10Code,B38,Coccidioidomycosis
Icd10Code,B380,Acute pulmonary coccidioidomycosis
Icd10Code,B381,Chronic pulmonary coccidioidomycosis
Icd10Code,B382,"Pulmonary coccidioidomycosis, unspecified"
Icd10Code,B383,Cutaneous coccidioidomycosis
Icd10Code,B384,Coccidioidomycosis meningitis
Icd10Code,B387,Disseminated coccidioidomycosis
Icd10Code,B388,Other forms of coccidioidomycosis
Icd10Code,B389,"Coccidioidomycosis, unspecified"
Icd10Code,B39,Histoplasmosis
Icd10Code,B390,Acute pulmonary histoplasmosis capsulati
Icd10Code,B391,Chronic pulmonary histoplasmosis capsulati
Icd10Code,B392,"Pulmonary histoplasmosis capsulati, unspecified"
Icd10Code,B393,Disseminated histoplasmosis capsulati
Icd10Code,B394,"Histoplasmosis capsulati, unspecified"
Icd10Code,B395,Histoplasmosis duboisii
Icd10Code,B399,"Histoplasmosis, unspecified"
Icd10Code,B40,Blastomycosis
Icd10Code,B400,Acute pulmonary blastomycosis
Icd10Code,B401,Chronic pulmonary blastomycosis
Icd10Code,B402,"Pulmonary blastomycosis, unspecified"
Icd10Code,B403,Cutaneous blastomycosis
Icd10Code,B407,Disseminated blastomycosis
Icd10Code,B408,Other forms of blastomycosis
Icd10Code,B409,"Blastomycosis, unspecified"
Icd10Code,B41,Paracoccidioidomycosis
Icd10Code,B410,Pulmonary paracoccidioidomycosis
Icd10Code,B417,Disseminated paracoccidioidomycosis
Icd10Code,B418,Other forms of paracoccidioidomycosis
Icd10Code,B419,"Paracoccidioidomycosis, unspecified"
Icd10Code,B42,Sporotrichosis
Icd10Code,B420,Pulmonary sporotrichosis
Icd10Code,B421,Lymphocutaneous sporotrichosis
Icd10Code,B427,Disseminated sporotrichosis
Icd10Code,B428,Other forms of sporotrichosis
Icd10Code,B429,"Sporotrichosis, unspecified"
Icd10Code,B43,Chromomycosis and phaeomycotic abscess
Icd10Code,B430,Cutaneous chromomycosis
Icd10Code,B431,Phaeomycotic brain abscess
Icd10Code,B432,Subcutaneous phaeomycotic abscess and cyst
Icd10Code,B438,Other forms of chromomycosis
Icd10Code,B439,"Chromomycosis, unspecified"
Icd10Code,B44,Aspergillosis
Icd10Code,B440,Invasive pulmonary aspergillosis
Icd10Code,B441,Other pulmonary aspergillosis
Icd10Code,B442,Tonsillar aspergillosis
Icd10Code,B447,Disseminated aspergillosis
Icd10Code,B448,Other forms of aspergillosis
Icd10Code,B449,"Aspergillosis, unspecified"
Icd10Code,B45,Cryptococcosis
Icd10Code,B450,Pulmonary cryptococcosis
Icd10Code,B451,Cerebral cryptococcosis
Icd10Code,B452,Cutaneous cryptococcosis
Icd10Code,B453,Osseous cryptococcosis
Icd10Code,B457,Disseminated cryptococcosis
Icd10Code,B458,Other forms of cryptococcosis
Icd10Code,B459,"Cryptococcosis, unspecified"
Icd10Code,B46,Zygomycosis
Icd10Code,B460,Pulmonary mucormycosis
Icd10Code,B461,Rhinocerebral mucormycosis
Icd10Code,B462,Gastrointestinal mucormycosis
Icd10Code,B463,Cutaneous mucormycosis
Icd10Code,B464,Disseminated mucormycosis
Icd10Code,B465,"Mucormycosis, unspecified"
Icd10Code,B468,Other zygomycoses
Icd10Code,B469,"Zygomycosis, unspecified"
Icd10Code,B47,Mycetoma
Icd10Code,B470,Eumycetoma
Icd10Code,B471,Actinomycetoma
Icd10Code,B479,"Mycetoma, unspecified"
Icd10Code,B48,"Other mycoses, not elsewhere classified"
Icd10Code,B480,Lobomycosis
Icd10Code,B481,Rhinosporidiosis
Icd10Code,B482,Allescheriasis
Icd10Code,B483,Geotrichosis
Icd10Code,B484,Penicillosis
Icd10Code,B487,Opportunistic mycoses
Icd10Code,B488,Other specified mycoses
Icd10Code,B49,Unspecified mycosis
Icd10Code,B50,Plasmodium falciparum malaria
Icd10Code,B500,Plasmodium falciparum malaria with cerebral complications
Icd10Code,B508,Other severe and complicated Plasmodium falciparum malaria
Icd10Code,B509,"Plasmodium falciparum malaria, unspecified"
Icd10Code,B51,Plasmodium vivax malaria
Icd10Code,B510,Plasmodium vivax malaria with rupture of spleen
Icd10Code,B518,Plasmodium vivax malaria with other complications
Icd10Code,B519,Plasmodium vivax malaria without complication
Icd10Code,B52,Plasmodium malariae malaria
Icd10Code,B520,Plasmodium malariae malaria with nephropathy
Icd10Code,B528,Plasmodium malariae malaria with other complications
Icd10Code,B529,Plasmodium malariae malaria without complication
Icd10Code,B53,Other parasitologically confirmed malaria
Icd10Code,B530,Plasmodium ovale malaria
Icd10Code,B531,Malaria due to simian plasmodia
Icd10Code,B538,"Other parasitologically confirmed malaria, not elsewhere classified"
Icd10Code,B54,Unspecified malaria
Icd10Code,B55,Leishmaniasis
Icd10Code,B550,Visceral leishmaniasis
Icd10Code,B551,Cutaneous leishmaniasis
Icd10Code,B552,Mucocutaneous leishmaniasis
Icd10Code,B559,"Leishmaniasis, unspecified"
Icd10Code,B56,African trypanosomiasis
Icd10Code,B560,Gambiense trypanosomiasis
Icd10Code,B561,Rhodesiense trypanosomiasis
Icd10Code,B569,"African trypanosomiasis, unspecified"
Icd10Code,B57,Chagas disease
Icd10Code,B570,Acute Chagas disease with heart involvement
Icd10Code,B571,Acute Chagas disease without heart involvement
Icd10Code,B572,Chagas disease (chronic) with heart involvement
Icd10Code,B573,Chagas disease (chronic) with digestive system involvement
Icd10Code,B574,Chagas disease (chronic) with nervous system involvement
Icd10Code,B575,Chagas disease (chronic) with other organ involvement
Icd10Code,B58,Toxoplasmosis
Icd10Code,B580,Toxoplasma oculopathy
Icd10Code,B581,Toxoplasma hepatitis
Icd10Code,B582,Toxoplasma meningoencephalitis
Icd10Code,B583,Pulmonary toxoplasmosis
Icd10Code,B588,Toxoplasmosis with other organ involvement
Icd10Code,B589,"Toxoplasmosis, unspecified"
Icd10Code,B59,Pneumocystosis
Icd10Code,B60,"Other protozoal diseases, not elsewhere classified"
Icd10Code,B600,Babesiosis
Icd10Code,B601,Acanthamoebiasis
Icd10Code,B602,Naegleriasis
Icd10Code,B608,Other specified protozoal diseases
Icd10Code,B64,Unspecified protozoal disease
Icd10Code,B65,Schistosomiasis [bilharziasis]
Icd10Code,B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
Icd10Code,B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
Icd10Code,B652,Schistosomiasis due to Schistosoma japonicum
Icd10Code,B653,Cercarial dermatitis
Icd10Code,B658,Other schistosomiases
Icd10Code,B659,"Schistosomiasis, unspecified"
Icd10Code,B66,Other fluke infections
Icd10Code,B660,Opisthorchiasis
Icd10Code,B661,Clonorchiasis
Icd10Code,B662,Dicrocoeliasis
Icd10Code,B663,Fascioliasis
Icd10Code,B664,Paragonimiasis
Icd10Code,B665,Fasciolopsiasis
Icd10Code,B668,Other specified fluke infections
Icd10Code,B669,"Fluke infection, unspecified"
Icd10Code,B67,Echinococcosis
Icd10Code,B670,Echinococcus granulosus infection of liver
Icd10Code,B671,Echinococcus granulosus infection of lung
Icd10Code,B672,Echinococcus granulosus infection of bone
Icd10Code,B673,"Echinococcus granulosus infection, other and multiple sites"
Icd10Code,B674,"Echinococcus granulosus infection, unspecified"
Icd10Code,B675,Echinococcus multilocularis infection of liver
Icd10Code,B676,"Echinococcus multilocularis infection, other and multiple sites"
Icd10Code,B677,"Echinococcus multilocularis infection, unspecified"
Icd10Code,B678,"Echinococcosis, unspecified, of liver"
Icd10Code,B679,"Echinococcosis, other and unspecified"
Icd10Code,B68,Taeniasis
Icd10Code,B680,Taenia solium taeniasis
Icd10Code,B681,Taenia saginata taeniasis
Icd10Code,B689,"Taeniasis, unspecified"
Icd10Code,B69,Cysticercosis
Icd10Code,B690,Cysticercosis of central nervous system
Icd10Code,B691,Cysticercosis of eye
Icd10Code,B698,Cysticercosis of other sites
Icd10Code,B699,"Cysticercosis, unspecified"
Icd10Code,B70,Diphyllobothriasis and sparganosis
Icd10Code,B700,Diphyllobothriasis
Icd10Code,B701,Sparganosis
Icd10Code,B71,Other cestode infections
Icd10Code,B710,Hymenolepiasis
Icd10Code,B711,Dipylidiasis
Icd10Code,B718,Other specified cestode infections
Icd10Code,B719,"Cestode infection, unspecified"
Icd10Code,B72,Dracunculiasis
Icd10Code,B73,Onchocerciasis
Icd10Code,B74,Filariasis
Icd10Code,B740,Filariasis due to Wuchereria bancrofti
Icd10Code,B741,Filariasis due to Brugia malayi
Icd10Code,B742,Filariasis due to Brugia timori
Icd10Code,B743,Loiasis
Icd10Code,B744,Mansonelliasis
Icd10Code,B748,Other filariases
Icd10Code,B749,"Filariasis, unspecified"
Icd10Code,B75,Trichinellosis
Icd10Code,B76,Hookworm diseases
Icd10Code,B760,Ancylostomiasis
Icd10Code,B761,Necatoriasis
Icd10Code,B768,Other hookworm diseases
Icd10Code,B769,"Hookworm disease, unspecified"
Icd10Code,B77,Ascariasis
Icd10Code,B770,Ascariasis with intestinal complications
Icd10Code,B778,Ascariasis with other complications
Icd10Code,B779,"Ascariasis, unspecified"
Icd10Code,B78,Strongyloidiasis
Icd10Code,B780,Intestinal strongyloidiasis
Icd10Code,B781,Cutaneous strongyloidiasis
Icd10Code,B787,Disseminated strongyloidiasis
Icd10Code,B789,"Strongyloidiasis, unspecified"
Icd10Code,B79,Trichuriasis
Icd10Code,B80,Enterobiasis
Icd10Code,B81,"Other intestinal helminthiases, not elsewhere classified"
Icd10Code,B810,Anisakiasis
Icd10Code,B811,Intestinal capillariasis
Icd10Code,B812,Trichostrongyliasis
Icd10Code,B813,Intestinal angiostrongyliasis
Icd10Code,B814,Mixed intestinal helminthiases
Icd10Code,B818,Other specified intestinal helminthiases
Icd10Code,B82,Unspecified intestinal parasitism
Icd10Code,B820,"Intestinal helminthiasis, unspecified"
Icd10Code,B829,"Intestinal parasitism, unspecified"
Icd10Code,B83,Other helminthiases
Icd10Code,B830,Visceral larva migrans
Icd10Code,B831,Gnathostomiasis
Icd10Code,B832,Angiostrongyliasis due to Parastrongylus cantonensis
Icd10Code,B833,Syngamiasis
Icd10Code,B834,Internal hirudiniasis
Icd10Code,B838,Other specified helminthiases
Icd10Code,B839,"Helminthiasis, unspecified"
Icd10Code,B85,Pediculosis and phthiriasis
Icd10Code,B850,Pediculosis due to Pediculus humanus capitis
Icd10Code,B851,Pediculosis due to Pediculus humanus corporis
Icd10Code,B852,"Pediculosis, unspecified"
Icd10Code,B853,Phthiriasis
Icd10Code,B854,Mixed pediculosis and phthiriasis
Icd10Code,B86,Scabies
Icd10Code,B87,Myiasis
Icd10Code,B870,Cutaneous myiasis
Icd10Code,B871,Wound myiasis
Icd10Code,B872,Ocular myiasis
Icd10Code,B873,Nasopharyngeal myiasis
Icd10Code,B874,Aural myiasis
Icd10Code,B878,Myiasis of other sites
Icd10Code,B879,"Myiasis, unspecified"
Icd10Code,B88,Other infestations
Icd10Code,B880,Other acariasis
Icd10Code,B881,Tungiasis [sandflea infestation]
Icd10Code,B882,Other arthropod infestations
Icd10Code,B883,External hirudiniasis
Icd10Code,B888,Other specified infestations
Icd10Code,B889,"Infestation, unspecified"
Icd10Code,B89,Unspecified parasitic disease
Icd10Code,B90,Sequelae of tuberculosis
Icd10Code,B900,Sequelae of central nervous system tuberculosis
Icd10Code,B901,Sequelae of genitourinary tuberculosis
Icd10Code,B902,Sequelae of tuberculosis of bones and joints
Icd10Code,B908,Sequelae of tuberculosis of other organs
Icd10Code,B909,Sequelae of respiratory and unspecified tuberculosis
Icd10Code,B91,Sequelae of poliomyelitis
Icd10Code,B92,Sequelae of leprosy
Icd10Code,B94,Sequelae of other and unspecified infectious and parasitic diseases
Icd10Code,B940,Sequelae of trachoma
Icd10Code,B941,Sequelae of viral encephalitis
Icd10Code,B942,Sequelae of viral hepatitis
Icd10Code,B948,Sequelae of other specified infectious and parasitic diseases
Icd10Code,B949,Sequelae of unspecified infectious or parasitic disease
Icd10Code,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters
Icd10Code,B950,"Streptococcus, group A, as the cause of diseases classified to other chapters"
Icd10Code,B951,"Streptococcus, group B, as the cause of diseases classified to other chapters"
Icd10Code,B952,"Streptococcus, group D, as the cause of diseases classified to other chapters"
Icd10Code,B953,Streptococcus pneumoniae as the cause of diseases classified to other chapters
Icd10Code,B954,Other streptococcus as the cause of diseases classified to other chapters
Icd10Code,B955,Unspecified streptococcus as the cause of diseases classified to other chapters
Icd10Code,B956,Staphylococcus aureus as the cause of diseases classified to other chapters
Icd10Code,B957,Other staphylococcus as the cause of diseases classified to other chapters
Icd10Code,B958,Unspecified staphylococcus as the cause of diseases classified to other chapters
Icd10Code,B96,Other specified bacterial agents as the cause of diseases classified to other chapters
Icd10Code,B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters
Icd10Code,B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters
Icd10Code,B962,Escherichia coli [E. coli] as the cause of diseases classified to other chapters
Icd10Code,B963,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters
Icd10Code,B964,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters
Icd10Code,B965,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters
Icd10Code,B966,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters
Icd10Code,B967,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters
Icd10Code,B968,Other specified bacterial agents as the cause of diseases classified to other chapters
Icd10Code,B97,Viral agents as the cause of diseases classified to other chapters
Icd10Code,B970,Adenovirus as the cause of diseases classified to other chapters
